CustomerID,Name,Age,Gender,Email,Phone,Income,SignupDate,MembershipLevel,City_Chennai,City_Delhi,City_Kolkata,City_Mumbai
21,Brandon Fuller,-0.5351727141233672,0,jenniferford@yahoo.com,+1-756-554-3816x7658,-0.12127450709861064,2022-10-15,Basic,False,False,True,False
22,Harold Perez,-1.4434604826221593,1,stevensbreanna@wallace-yates.biz,4659171784,-0.30099603233454425,2022-11-23,Gold,False,False,False,True
23,Misty Stout,-1.5191511299970588,1,xjohnson@foster-steele.net,881.931.9084x2941,0.8857403535797611,2020-12-04,Gold,False,False,False,True
24,Wendy Maynard,-1.594841777371958,0,lisakim@adams.org,+1-379-967-2757,0.5240367927103483,2025-05-09,Basic,False,False,False,True
25,Cynthia Webb,-0.23241012462376978,0,lauraespinoza@gmail.com,990.641.5498x769,0.12810119085338026,2021-02-08,Silver,False,True,False,False
26,William Wallace,1.2057121754993179,1,ramirezjoshua@hotmail.com,001-320-918-1762x87084,-0.45528719752709185,2023-01-31,Basic,False,True,False,False
27,Amanda Taylor,-1.594841777371958,1,william50@gmail.com,(498)162-5481x224,-0.7201004653600405,2022-12-24,Basic,False,False,False,False
28,David Bell,-0.23241012462376978,1,carl81@simmons.com,+1-989-646-3325x626,-0.5743792775228166,2024-07-29,Basic,False,False,False,False
29,Jeffrey Fisher,-1.2163885404974613,1,john62@gmail.com,001-351-773-3047x40561,1.18831366781459,2024-12-31,Platinum,False,False,True,False
30,Arthur Kelly,1.3570934702491166,1,samantha54@crane.org,313-359-5768x1148,-1.070159265864358,2023-06-15,Gold,True,False,False,False
31,Jeffrey Smith,0.9029495859997205,1,steinsteve@miller-dixon.net,+1-600-229-4601x4026,-1.628584775288388,2021-10-13,Gold,False,False,False,True
32,Angel Benson,0.373115054375425,0,tamara81@gmail.com,+1-473-604-4378x69827,-1.2446814644143418,2023-05-24,Platinum,False,True,False,False
33,William Baker,1.1300215281244186,0,brian55@hotmail.com,887-977-4453x961,0.010676358220025703,2021-06-25,Platinum,False,False,False,False
34,Paul Rogers,0.7515682912499217,0,randallchen@parks.biz,001-441-379-2353x10605,0.9428901710780406,2024-08-19,Platinum,False,False,True,False
35,Mark Booker,-0.15671947724887042,0,ianlove@yahoo.com,+1-146-991-6518x0440,1.2455678792375149,2023-05-02,Gold,False,True,False,False
36,Jennifer Robbins,0.5244963491252237,0,xschroeder@campos.net,(382)113-9770x20174,0.6214699341549633,2022-03-02,Silver,False,False,False,True
37,Jacqueline Young,0.2974244070005257,1,darrell96@hotmail.com,412-903-4273x990,-0.6821020952667765,2023-01-18,Basic,False,False,True,False
38,Shawn Brown,0.8272589386248211,0,taylor81@gmail.com,090-191-0902x8972,0.010676358220025703,2020-08-23,Platinum,False,False,False,True
39,Kimberly Thomas,0.7515682912499217,0,williambaker@hotmail.com,+1-219-714-9982x14274,0.10009204625194808,2021-12-10,Platinum,False,False,True,False
40,Sydney Parsons,-0.8379353036229645,0,fletcherjonathon@coleman-bryant.com,+1-182-021-8038x3312,0.29735073235083453,2023-12-30,Silver,False,True,False,False
41,Cameron Proctor,1.2814028228742174,1,brownjeffrey@hotmail.com,+1-400-133-5148x14858,-0.6148072252476837,2023-10-02,Platinum,False,False,False,True
42,Lori Pham,-1.5191511299970588,0,shane90@moore.com,001-989-351-1586x78694,-2.5895456195615423,2022-01-21,Silver,False,False,False,True
43,Antonio Taylor,1.432784117624016,1,jenniferhall@yahoo.com,171.690.3507,0.7961118037892957,2025-04-13,Basic,False,False,False,True
44,Hannah Pitts,-1.36776983524726,0,monroejennifer@griffin-cochran.com,468.666.9451x89776,-1.6398812164122305,2024-02-21,Basic,False,True,False,False
45,Veronica Barnett,-1.7462230721217569,0,jacob51@jackson-roach.com,554-485-4556x71034,0.8697752124503566,2023-10-23,Silver,False,False,False,True
46,Rick Johnson,-0.9136259509978639,0,andersenbrittany@norman-nichols.com,001-369-486-5483x59778,0.7777659719393412,2024-01-24,Silver,False,False,False,False
47,Shelby Robertson,0.8272589386248211,0,ian37@gmail.com,216-970-0824,0.2733722117179912,2022-09-06,Basic,True,False,False,False
48,Jonathan Gardner,-0.9893165983727633,0,kimberlyburnett@townsend.biz,(558)567-1455,0.41023010073357324,2022-05-05,Platinum,False,False,True,False
49,Steven Peterson,-0.08102882987397107,1,klutz@gmail.com,7064506122,0.23392352993015447,2024-02-09,Gold,False,True,False,False
50,Jonathan Harris,-0.7622446562480653,1,gomezjames@hotmail.com,710.616.9540x3350,-0.7203372613354536,2023-07-12,Platinum,True,False,False,False
51,James Mays,-0.3837914193735685,1,keith10@cannon.org,001-718-159-5584,-0.5555175869135213,2021-05-27,Platinum,False,False,False,False
52,Craig Gonzalez,0.9786402333746198,0,mhardy@gmail.com,563-076-0701,-0.7482664554677682,2020-12-31,Basic,False,False,True,False
53,Stephanie Lee DDS,-0.6108633614982665,0,irose@hotmail.com,883.587.0418x8150,0.38488427430721583,2020-06-05,Silver,False,False,True,False
54,Evan Peterson,1.5084747649989152,1,james27@gmail.com,001-086-639-7904x28622,1.36760590486284,2024-02-08,Gold,False,False,False,True
55,Tanya Lamb,0.2974244070005257,0,hendersonaaron@gutierrez.com,(114)246-7269x5647,-0.5991807278250524,2021-08-13,Silver,False,False,False,True
56,Rachel Webb,1.5841654123738147,0,vmurillo@gmail.com,656-638-3629,-0.04170036534804739,2025-04-09,Gold,False,False,True,False
57,Paula Scott,0.5244963491252237,0,padillaeric@hamilton-cook.com,(935)513-4158,-2.053826043367007,2023-07-25,Basic,True,False,False,False
58,Laura Tucker,-1.2920791878723608,1,banksamber@griffin.com,(419)945-5900,-1.2771932972192195,2023-08-05,Platinum,True,False,False,False
59,Danny Mason,1.659856059748714,0,ramirezmaureen@walter.biz,631.668.8415,-1.6944486846818667,2023-01-31,Platinum,False,False,False,False
60,Mark Villanueva,0.22173375962562633,0,kimberly25@martinez.biz,291-297-9541,0.5457940143222209,2020-12-23,Gold,False,False,False,True
61,Lisa Simpson,-0.5351727141233672,0,jhorn@gmail.com,869-230-2647,-0.05922021209666878,2024-03-01,Gold,False,False,False,True
62,Barbara Williams,-1.2920791878723608,1,jill35@lewis-wilkerson.net,035.342.5092x2740,-0.3087680327146591,2021-06-13,Silver,True,False,False,False
63,Heidi Caldwell,-0.6865540088731659,1,richmondnichole@hotmail.com,+1-545-790-5602,-0.11661191795693013,2023-04-15,Platinum,False,False,False,False
64,Ian Townsend,1.2057121754993179,1,sean54@yahoo.com,(414)243-6482,-0.1431824633528962,2025-02-22,Silver,False,True,False,False
65,Paul Hoover,-0.9136259509978639,0,deniseaguilar@fisher.info,156.153.3261x55766,0.16056719217914595,2022-04-17,Gold,False,False,False,False
66,William Brown,-1.2163885404974613,1,luiswelch@gmail.com,+1-018-448-1877,-0.2222351447188945,2025-05-20,Gold,False,True,False,False
67,Jonathan Calderon,-1.6705324247468574,0,duranlauren@gmail.com,(001)414-3479x66235,-0.3888952076465095,2020-12-27,Basic,False,True,False,False
68,Justin Richardson,1.5084747649989152,1,bushjack@hotmail.com,032-747-1637,0.02947337551990775,2022-12-08,Platinum,True,False,False,False
69,Barbara Baker,1.0543308807495193,0,hgolden@yahoo.com,(269)954-1132,-0.10663644190883254,2024-10-26,Basic,False,False,False,True
70,Erica Raymond,0.14604311225072697,1,heatherparker@rodriguez.biz,(748)232-4404x50991,0.7214003819725366,2022-06-29,Silver,False,True,False,False
71,James Rodriguez,-0.23241012462376978,0,cstafford@watson-carter.org,637-511-5241,-0.5344610776934086,2021-10-21,Basic,False,False,False,False
72,Tracey Nguyen,-0.8379353036229645,0,griffinkenneth@hotmail.com,+1-426-567-4166x498,-1.2736220065190655,2023-10-24,Gold,False,False,False,False
73,Deborah Gonzales,-0.3837914193735685,1,bakerjames@hotmail.com,001-541-854-8316x167,0.7451543283577301,2021-03-18,Gold,False,True,False,False
74,Danielle Vaughn,-0.4594820667484678,0,xodonnell@olson.com,(072)783-1239x6977,-1.478121047840366,2021-02-24,Platinum,False,False,False,False
75,Susan Hill,0.0,1,markrogers@hotmail.com,+1-581-336-3746x29147,1.0489783327336657,2020-12-14,Silver,False,False,False,False
76,Catherine Smith,1.5841654123738147,1,matthewcherry@gonzalez.com,815-625-8681,0.4162004147459214,2021-11-09,Silver,False,False,False,True
77,Morgan Woods,1.3570934702491166,0,nbuck@white.net,001-505-651-3253,0.342596587007707,2022-12-14,Silver,False,False,False,True
78,Zachary Thomas,0.2974244070005257,0,alejandradelgado@yahoo.com,(143)853-6734,-1.442127041100275,2024-07-25,Basic,False,False,False,True
79,Stephanie Walker,-0.08102882987397107,0,sarahware@campbell-hudson.net,+1-301-948-4476,-1.2206265579829778,2021-12-05,Basic,True,False,False,False
80,Julie Lam,-1.5191511299970588,1,fletcheremily@yahoo.com,+1-704-761-0635x41990,-0.04028722807542138,2025-01-14,Platinum,False,False,False,True
81,Patricia Roberts,-1.5191511299970588,1,isabellasmith@dean-waller.com,7370972436,0.9460530523754389,2024-03-07,Platinum,False,False,True,False
82,Vicki Flores,-0.9136259509978639,1,ijones@gmail.com,336-954-3132,-0.22867395829550083,2022-08-24,Basic,False,False,False,False
83,Michael Brown,-0.15671947724887042,0,jennifer83@hotmail.com,+1-112-897-0586x130,-0.1935512588971987,2024-09-28,Platinum,False,False,False,True
84,Christopher Perry,0.14604311225072697,1,nwilliams@yahoo.com,947.687.6099x722,0.9977341559383208,2023-05-09,Gold,True,False,False,False
85,Lawrence Crawford,1.2057121754993179,1,patelamy@williams-charles.org,(997)922-4815x175,0.8255564921642541,2024-05-28,Basic,False,False,False,True
86,Anthony Warren,1.3570934702491166,0,josephgilbert@gmail.com,+1-752-971-9809x35831,-1.3347622181320473,2023-03-27,Basic,True,False,False,False
87,Tammy Franco,0.8272589386248211,0,leslie43@hicks-martinez.com,(253)210-7993,-1.3457434405273292,2021-07-09,Gold,False,True,False,False
88,Sean Mcdonald,0.0,0,victoria10@yahoo.com,001-570-700-1173x377,1.0229506357458502,2022-07-26,Silver,False,False,False,True
89,Brandon Ramos,-0.9136259509978639,0,ericahall@yahoo.com,001-088-691-0390,0.4404457764349293,2024-04-18,Basic,False,False,True,False
90,Diana Lee,-1.5191511299970588,0,smithtodd@anderson.com,8369868621,1.0058035516940076,2024-11-26,Gold,False,False,False,True
91,Andrea Ayers,0.5244963491252237,1,zramos@gmail.com,333-804-1544x8025,1.925009881541325,2022-08-27,Gold,False,True,False,False
92,Rick Rodriguez,-1.2920791878723608,1,kevin86@mccormick.com,001-070-828-1894x8328,0.010676358220025703,2021-03-30,Platinum,False,False,True,False
93,Pamela Graham,-1.0650072457476627,1,marshallpaul@vasquez.info,814-020-0469x16672,-1.8598453265019557,2024-06-26,Silver,True,False,False,False
94,Johnny Lee,0.0,0,woodtamara@gmail.com,030.797.2460x15053,-0.7558821195802448,2022-04-29,Platinum,False,False,True,False
95,David Johnson,-0.6865540088731659,1,ymata@hotmail.com,292-570-5898x198,-0.8845234428683235,2022-08-20,Silver,True,False,False,False
96,Angel Ho,1.1300215281244186,1,cynthia49@yahoo.com,367-911-5167x435,-1.3766389498355165,2023-10-12,Basic,True,False,False,False
97,Matthew Payne,-0.30810077199866914,0,twhite@farley.net,672-949-3798x1492,-2.2608055861855907,2020-11-02,Silver,False,False,True,False
98,Todd Cross,-1.2920791878723608,1,matthew48@gmail.com,+1-598-139-1388x2226,2.292747411255186,2022-08-23,Basic,False,False,False,True
99,Jessica Carter,-0.8379353036229645,0,matthewsryan@fernandez-hudson.com,(124)909-3582x1784,-1.4076032063623722,2024-03-07,Silver,False,False,False,True
100,Brian Lambert,0.2974244070005257,1,bobby53@yahoo.com,994-737-5733x88054,-1.6608934218692015,2024-07-15,Gold,False,False,True,False
101,Christy Johnson,1.1300215281244186,0,catherinestewart@gmail.com,848.661.8566,2.3842631995077603,2023-01-29,Gold,False,True,False,False
102,Christian Walker,-0.4594820667484678,1,sabrina73@gmail.com,481-912-6825x6574,0.1023571397974039,2025-05-13,Platinum,False,False,True,False
103,Matthew Hamilton,1.7355467071236133,0,sestrada@yahoo.com,(509)804-0573x10259,0.29375092428589994,2021-03-11,Basic,False,False,False,True
104,Jeanette Terrell,-0.9893165983727633,0,pmorrow@gmail.com,247-553-0060,-1.2090541095071485,2020-06-11,Silver,True,False,False,False
105,Andrew Taylor DDS,0.9029495859997205,0,sbailey@gmail.com,+1-702-497-3384x92773,-0.2917492768043308,2024-08-08,Basic,False,False,False,False
106,Beth Stevens,0.9029495859997205,1,dgomez@white.com,001-098-415-7260x8996,-1.0435286303068887,2024-06-04,Gold,False,False,False,True
107,Kristen Smith,-1.6705324247468574,0,aliciaphillips@jennings.net,+1-423-618-6788x128,-0.9215242144329123,2021-09-17,Gold,True,False,False,False
108,Donna Lewis,1.659856059748714,0,roger00@hotmail.com,035.243.4583x658,1.1707286385178979,2022-06-02,Silver,True,False,False,False
109,Ashley Gallegos,-0.5351727141233672,0,jgrant@yahoo.com,735-308-1915,-2.2651254577112434,2024-12-13,Gold,False,False,True,False
110,Leslie Nguyen,-1.36776983524726,1,joshuanguyen@flores.com,+1-086-912-5548x11969,-2.4682368236927577,2022-11-19,Platinum,False,False,False,False
111,Michael Chung,1.2814028228742174,1,jlozano@mitchell.biz,(360)503-6926x013,-1.948531784777337,2021-02-19,Basic,False,False,True,False
112,Cameron Alvarez,1.659856059748714,0,jared05@gmail.com,001-276-375-4852,1.2991749234004215,2022-01-21,Silver,False,True,False,False
113,Abigail Mccormick,0.0,1,jkelley@wood.info,(891)842-3222x12941,-1.155659927102785,2024-06-01,Silver,False,True,False,False
114,Andrew Thomas,1.7355467071236133,1,rebeccapeterson@hayes.com,314-709-9273x362,2.1426213090366235,2025-04-26,Silver,False,False,True,False
115,Timothy Stanley,-0.6108633614982665,0,cookwesley@davis.com,560-129-6114x84800,-1.9184184660459975,2020-10-10,Platinum,False,False,True,False
116,Christian Murray,0.0,1,mherring@rivera.net,+1-826-662-3110x20182,0.7154377065400402,2021-01-01,Gold,True,False,False,False
117,Michael Howard,0.14604311225072697,1,mvazquez@gmail.com,001-789-010-2298x120,1.4063910486808637,2020-10-03,Basic,False,False,False,True
118,Sally Montoya,1.659856059748714,1,vleblanc@gmail.com,6847017863,-0.8714268430926858,2023-09-28,Gold,True,False,False,False
119,Jeffrey Powers,-1.7462230721217569,0,williamalvarez@gmail.com,+1-638-409-9703,1.2488947353824027,2020-09-05,Gold,False,False,True,False
120,Adam Murphy,0.9029495859997205,0,gabrielpeterson@owens-cooke.com,(654)400-9211,-0.28222294925153274,2025-01-17,Silver,True,False,False,False
121,Richard Briggs,0.4488057017503244,1,edwardsanthony@gmail.com,(788)877-5452x417,0.010676358220025703,2022-08-03,Silver,False,False,False,True
122,Austin Middleton,-1.6705324247468574,0,john15@white.com,+1-140-312-2132,-0.3413348632944714,2023-11-17,Silver,False,True,False,False
123,Calvin Sparks,-0.30810077199866914,0,rreeves@hotmail.com,+1-854-997-3223x255,0.19189555434561506,2023-02-01,Basic,False,True,False,False
124,Lisa Saunders,-1.4434604826221593,0,utaylor@castro.net,001-744-388-4445x3630,1.2387975512953295,2024-09-23,Gold,False,False,False,False
125,Sarah Baker,0.5244963491252237,1,justinduke@bennett.com,173-550-6655,-1.2831737960047038,2023-12-22,Platinum,False,False,False,True
126,William Richardson,-1.2163885404974613,0,uscott@steele.info,+1-786-125-9303x103,-1.0612241643921072,2022-09-07,Basic,False,False,False,True
127,Sarah Mcdowell,0.4488057017503244,1,harrisonelizabeth@hotmail.com,(465)572-9343,0.010676358220025703,2021-04-15,Platinum,False,False,False,False
128,Hannah Vaughn,1.1300215281244186,1,moorebernard@medina.com,+1-472-806-7931,0.24711892200521196,2022-03-04,Gold,True,False,False,False
129,Gregory Blake,-1.6705324247468574,0,lauren59@hotmail.com,(377)124-9809,-0.13073157819408324,2021-06-01,Platinum,False,False,False,False
130,Angela Ball,-0.8379353036229645,0,beverly61@hotmail.com,801-008-5258,0.8514100295314434,2022-07-12,Gold,False,False,False,True
131,Jill Garcia,-1.5191511299970588,1,mary30@hotmail.com,(648)109-9567x90945,-1.0124691461512112,2024-02-22,Silver,False,False,True,False
132,Nichole Gonzalez,0.0,1,jasmine75@yahoo.com,+1-289-087-6450x657,1.8336993164674422,2023-11-13,Platinum,False,False,False,True
133,Andrea Harris,-1.2163885404974613,0,shari41@gmail.com,001-259-206-0536x7496,-1.658075804381115,2021-05-07,Gold,True,False,False,False
134,Richard Campbell,1.1300215281244186,1,dwhitney@yahoo.com,+1-823-781-3210x6418,-0.24368274922743124,2024-10-01,Gold,False,False,False,False
135,Victoria Martin,0.07035246487582764,0,sabrina86@pope.com,(908)593-3621,0.6117867610958705,2024-04-29,Platinum,False,False,False,True
136,Nicholas Duran,-1.2920791878723608,0,benjaminandersen@lutz.com,101.927.2066x45759,0.8659396268873224,2020-07-07,Platinum,False,False,True,False
137,Megan Deleon,-0.7622446562480653,0,marksbenjamin@stein-hill.com,181.505.8582x7965,1.162830346950896,2025-05-19,Silver,False,False,True,False
138,Brian Cooke,0.373115054375425,0,brooke60@palmer-baker.com,624.540.6884x6230,1.3471441863938725,2022-02-01,Basic,False,False,True,False
139,Debra Orozco,1.5841654123738147,0,xklein@gmail.com,001-916-496-4929x4790,0.5049714066383321,2024-08-24,Gold,True,False,False,False
140,Anthony Scott,-0.23241012462376978,1,zsantos@gmail.com,001-214-441-8438x18904,0.31248988837890657,2022-01-14,Silver,False,False,True,False
141,Jason Oliver,0.9786402333746198,1,davisalicia@white.com,001-837-053-5932,0.7020712102762965,2024-05-30,Silver,False,True,False,False
142,Kristen Wilson,0.6758776438750225,0,robert99@hotmail.com,(072)210-5797x24348,-0.155267205917469,2020-11-07,Gold,False,False,True,False
143,Vanessa Rivera,1.2814028228742174,1,williambarton@hotmail.com,+1-963-310-9195x2080,0.33857207390299954,2021-05-02,Silver,False,False,True,False
144,Margaret Gill,0.07035246487582764,0,baileyandrea@cole.com,005.602.2556x341,-0.9922014476104849,2022-07-27,Gold,True,False,False,False
145,Jessica Young,1.659856059748714,1,daniellejohnson@gmail.com,001-827-916-2816,0.40521053529347395,2020-11-29,Gold,False,False,False,False
146,Brian Garcia,-0.7622446562480653,0,jmiller@gmail.com,448-135-0686x590,0.4923753884623302,2022-06-03,Basic,False,True,False,False
147,Sara Roth,-1.140697893122562,1,jeremygray@gmail.com,(175)065-4603x21906,-0.7631739079069947,2025-03-09,Platinum,False,False,True,False
148,Heather Craig,-0.6865540088731659,0,amandalee@tucker-hayes.com,615.570.5289x60348,-1.7907518255470376,2024-05-09,Silver,False,False,True,False
149,Brandi Smith,-1.2920791878723608,1,ydunn@riggs.biz,743-030-8655x590,-0.6911181656854589,2020-07-26,Basic,False,False,False,True
150,Thomas Aguirre,0.0,0,velasquezrebecca@pollard.com,681-248-2300,-0.26169961290509164,2024-06-17,Silver,False,True,False,False
151,Ryan Thompson,0.5244963491252237,1,bharris@chaney.com,(224)870-2654,-1.8797901677342694,2024-10-22,Gold,False,True,False,False
152,Christopher Henson,0.0,1,wjohnson@yahoo.com,(981)956-7544x61791,0.4093577749144709,2024-09-16,Silver,True,False,False,False
153,Ana Johnson,1.2814028228742174,0,hendersonronald@owens-estes.info,(178)989-2606,0.44787200376707537,2024-04-14,Platinum,True,False,False,False
154,Jennifer Carroll,-0.9893165983727633,0,anne57@harris.com,503.597.7653x457,-0.4362177375458211,2021-11-25,Basic,False,False,False,True
155,Kimberly Lopez,-0.8379353036229645,0,spencerbarry@johnson.biz,739.402.3726x284,0.48056716248840203,2021-03-05,Basic,False,True,False,False
156,Kyle Mueller,-0.8379353036229645,1,aaron05@mendoza.info,8883610766,0.30528365214649866,2022-05-02,Platinum,False,False,False,False
157,Alexander Thomas,0.14604311225072697,1,martinanderson@gmail.com,182-886-1852x4000,-0.8162162063995085,2025-04-01,Platinum,False,False,True,False
158,Tyrone Simmons,1.432784117624016,1,ehicks@lee.org,952.423.0595x674,-0.08937325144323911,2021-08-09,Basic,False,False,False,False
159,Jay Cline PhD,-1.2163885404974613,1,manuelwilson@williams.com,029.852.2220,-0.10078630821948902,2023-12-01,Platinum,True,False,False,False
160,Maxwell Pierce,-0.7622446562480653,1,martinezbrandi@gmail.com,2322698877,-0.38094650145248427,2024-12-19,Silver,False,False,True,False
161,Amy Lane,1.5841654123738147,1,bushyolanda@james.com,(728)042-4638,0.37411591367047686,2020-08-25,Platinum,False,False,True,False
162,Keith Montoya,-1.6705324247468574,0,andreduncan@gmail.com,001-441-030-2840,0.1380130120693776,2024-04-27,Silver,False,False,True,False
163,Joseph Diaz,1.3570934702491166,1,john19@miller.com,+1-646-629-1943x30124,-1.202067355135823,2023-06-15,Platinum,True,False,False,False
164,Shannon Davis,-0.6865540088731659,1,maddoxlisa@gmail.com,(556)094-5453x5367,0.9982770043464714,2020-07-04,Basic,False,False,False,True
165,Joseph Collins,-0.005338182499071721,0,jennifer43@thompson-matthews.biz,0367386818,1.4450875849726035,2023-08-12,Gold,False,True,False,False
166,Michael Moore,0.7515682912499217,1,scott23@hanson-fitzgerald.org,+1-214-113-8682x57225,0.35291783610377364,2021-07-23,Basic,False,False,False,False
167,Annette Klein,-1.5191511299970588,0,rmurillo@gmail.com,122-385-3882,0.9149212563304955,2022-09-21,Gold,False,False,False,True
168,Rebecca Andrade,-0.4594820667484678,1,walkeralfred@anderson.com,7740229354,-2.5605179976465053,2022-11-11,Basic,False,False,True,False
169,Felicia White,0.07035246487582764,1,nhoward@hotmail.com,(755)095-0964,-1.9405795139127142,2023-08-05,Gold,False,True,False,False
170,Valerie Barrett,1.7355467071236133,0,mandyoliver@gmail.com,304-958-4357,1.383613312800759,2021-05-27,Platinum,True,False,False,False
171,Andrew Hernandez,-0.005338182499071721,0,triciarowe@gmail.com,957-247-8186x706,-2.0165675970420764,2023-01-28,Silver,False,False,False,True
172,Brandy Mccarthy,-1.36776983524726,0,kennethwilliams@blair-lawrence.com,057-626-3083,1.9664410294200922,2021-06-03,Silver,False,False,True,False
173,Holly Fisher,0.7515682912499217,1,melaniedavis@randall.com,966-288-9836,1.6919491716759616,2021-09-14,Silver,False,False,False,True
174,Jason White,1.0543308807495193,0,jacob17@gmail.com,(494)481-9560,0.9379444452431782,2023-07-24,Platinum,False,False,False,False
175,Mary Pierce,-1.594841777371958,0,aprilsmith@hart-cordova.com,001-879-722-8782x513,-0.6187716481908888,2021-05-13,Silver,True,False,False,False
176,Tammy Zamora DDS,-0.3837914193735685,0,ohampton@hamilton-rice.com,+1-682-268-8631,0.9106558733411209,2021-01-11,Basic,False,False,True,False
177,Peter Harding,1.7355467071236133,0,julie03@pugh.org,184.362.4965x83350,0.6679140273712912,2021-10-23,Platinum,False,False,True,False
178,Jordan Rios,1.659856059748714,1,ustewart@morris.com,001-128-267-6941x07593,-0.5532336515377636,2021-05-28,Gold,False,False,False,False
179,Samantha Mendoza,0.9029495859997205,1,kimjesse@tanner.com,+1-302-953-6382,0.6245936040757877,2021-02-01,Gold,True,False,False,False
180,Robert Marshall,-0.3837914193735685,1,sotocindy@yahoo.com,991.608.6518x93418,-0.45516090634020473,2022-10-13,Platinum,False,False,False,False
181,Diane Ryan,0.2974244070005257,0,aaron70@ford.com,928.301.8210,1.0638791650703538,2023-10-30,Gold,True,False,False,False
182,Laurie Hartman,1.7355467071236133,0,ycox@yahoo.com,307.073.7754x7799,-1.4764100059535104,2021-01-31,Platinum,False,False,False,True
183,Christopher Brooks,-1.0650072457476627,1,wchen@gmail.com,+1-855-062-3537x65940,0.7915062493771768,2022-09-25,Gold,False,False,False,False
184,Katherine Watson,-0.4594820667484678,1,philip22@miles-mosley.com,683.258.3174x88612,-1.0680759705193803,2020-06-15,Basic,False,False,False,True
185,Christopher Garcia,-1.5191511299970588,0,ralphgray@yahoo.com,(953)608-4316x9956,1.091710076141906,2024-12-12,Silver,False,False,False,False
186,Angel Berry,-0.9136259509978639,0,rodgersaaron@moran-farmer.com,638.016.9451x20756,-0.23836273297981894,2021-02-13,Silver,False,False,False,False
187,Katie Marquez,0.22173375962562633,0,hmayer@gmail.com,7733964725,0.1614013250989874,2024-10-29,Basic,True,False,False,False
188,Katherine Fox,0.373115054375425,0,richardlewis@hotmail.com,0495383684,0.9898272073141534,2023-03-02,Gold,False,False,True,False
189,Mark Fox,-0.9136259509978639,0,jose79@lewis.com,(531)730-2043,0.7096481722508563,2025-04-24,Silver,False,False,False,True
190,Todd Welch,-0.9893165983727633,0,jonathangay@hogan.info,0920960720,0.33512809286704626,2022-02-11,Silver,False,False,False,True
191,Steven Hines,-1.5191511299970588,1,christopher21@brewer.org,001-649-918-2689x26409,0.027395681800154763,2020-07-30,Gold,False,True,False,False
